Date,Open,High,Low,Close,Prev_Close,Change,Percent_Change,Shares_Traded,Turnover_Cr,PE,PB,Div_Yield,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Prev_Close,VIX_Change,VIX_Percent_Change,Price_Turn,Direction,Near_Close,Near_Contracts,Near_TurnOver,Near_OI,Near_OI_Change,Next_Close,Next_Contracts,Next_TurnOver,Next_OI,Next_OI_Change,Far_Close,Far_Contracts,Far_TurnOver,Far_OI,Far_OI_Change,Week_Day,Week_Num,Trading_Days
27-Nov-2015,7910.6,7959.3,7879.45,7942.7,7883.8,58.9,0.75,154863047,7068.72,21.47,3.19,1.43,16.6875,16.98,16.17,16.73,16.6875,0.04,0.25,0,1,7972.2,139963,834964.88,18727050,-50850,8009.8,3889,23315.4,770250,80325,8049.4,622,3749.11,16200,16200,Fri,W1,24
30-Nov-2015,7936.25,7966,7922.8,7935.25,7942.7,-7.45,-0.09,223041699,15368.67,21.45,3.19,1.43,16.73,17.235,15.8525,16.43,16.73,-0.3,-1.79,0,1,7980.1,108287,647772.5,19202025,474975,8015.7,1840,11056.78,785775,15525,8052.2,482,2910.01,37425,21225,Mon,W1,24
01-Dec-2015,7958.15,7972.15,7934.15,7954.9,7935.25,19.65,0.25,142945421,6796.67,21.51,3.19,1.43,16.43,16.43,15.525,15.635,16.43,-0.8,-4.84,0,1,7987.75,106700,639019.82,19505850,303825,8023.3,2328,14005.81,812550,26775,8061.8,569,3438.37,40800,3375,Tue,W1,24
02-Dec-2015,7976.7,7979.3,7910.8,7931.35,7954.9,-23.55,-0.3,130207404,6242.53,21.44,3.19,1.44,15.635,15.9825,14.725,15.4875,15.635,-0.15,-0.94,1,2,7962.9,100414,599843.67,19342200,-163650,7999.25,2816,16899.14,815925,3375,8039.95,382,2302.93,43500,2700,Wed,W1,24
03-Dec-2015,7902.3,7912.3,7853.3,7864.15,7931.35,-67.2,-0.85,129628400,5636.41,21.26,3.16,1.45,15.4875,16.155,15.1175,16.055,15.4875,0.57,3.66,0,2,7890.8,125397,744376.36,19372950,30750,7929.45,3870,23083.04,862125,46200,7964.95,473,2834.54,46875,3375,Thu,W1,24
04-Dec-2015,7817.6,7821.4,7775.7,7781.9,7864.15,-82.25,-1.05,157231681,7758.36,21.04,3.13,1.46,16.055,16.55,15.5625,16.085,16.055,0.03,0.19,0,2,7820.5,119210,700153.92,19555500,182550,7856.25,4296,25352.13,922050,59925,7893.95,750,4446.07,62925,16050,Fri,W2,24
07-Dec-2015,7816.55,7825.4,7746.05,7765.4,7781.9,-16.5,-0.21,141893279,6403.97,20.99,3.12,1.47,16.085,16.3625,15.79,15.865,16.085,-0.22,-1.37,0,2,7808.8,95802,561637.66,19354950,-200550,7847.2,3882,22869.81,974325,52275,7883,471,2787.32,61500,-1425,Mon,W2,24
08-Dec-2015,7738.5,7771.25,7685.45,7701.7,7765.4,-63.7,-0.82,139318392,5986.06,20.82,3.09,1.48,15.865,16.2425,15.47,15.9725,15.865,0.11,0.68,0,2,7728.6,111164,647246.28,19265025,-89925,7766.35,4858,28402.63,1081575,107250,7805.05,560,3291.33,70350,8850,Tue,W2,24
09-Dec-2015,7695.5,7702.85,7606.9,7612.5,7701.7,-89.2,-1.16,144315690,6599.6,20.58,3.06,1.5,15.9725,16.9175,15.37,16.725,15.9725,0.75,4.71,0,2,7644.35,160403,923759.58,19558275,293250,7681.65,6445,37293.66,1146300,64725,7718.9,1033,6007.17,76950,6600,Wed,W2,24
10-Dec-2015,7643.3,7691.95,7610,7683.3,7612.5,70.8,0.93,145249292,6492.02,20.77,3.09,1.48,16.725,16.725,15.4625,16.2925,16.725,-0.43,-2.59,0,2,7710.75,128395,739709.47,18865800,-692475,7747.35,5468,31639.15,1208475,62175,7783.55,868,5048.5,99450,22500,Thu,W2,24
11-Dec-2015,7699.6,7703.05,7575.3,7610.45,7683.3,-72.85,-0.95,172996480,6894.44,20.57,3.05,1.52,16.2925,17.77,15.0375,17.1825,16.2925,0.89,5.46,0,2,7627.9,154756,887099.3,19444800,579000,7664.95,8341,48046.16,1324200,115725,7701.25,953,5514.19,113625,14175,Fri,W3,24
14-Dec-2015,7558.2,7663.95,7551.05,7650.05,7610.45,39.6,0.52,153492615,6290.42,20.69,3.07,1.51,17.1825,18.365,16.46,17.7975,17.1825,0.62,3.58,1,1,7668,158439,909096.45,19832400,387600,7702.05,6182,35629.9,1398825,74625,7737.2,396,2292.59,121200,7575,Mon,W3,24
15-Dec-2015,7659.15,7705,7625.1,7700.9,7650.05,50.85,0.66,138479057,6152.14,20.82,3.09,1.5,17.7975,18.355,16.1125,17.3425,17.7975,-0.46,-2.56,0,1,7709.4,121040,697015.39,20266650,434250,7743.7,4049,23425.69,1418025,19200,7777.25,429,2493.66,127350,6150,Tue,W3,24
16-Dec-2015,7725.25,7776.6,7715.75,7750.9,7700.9,50,0.65,159149338,6703.76,20.96,3.11,1.49,17.3425,17.3425,14.905,16.7275,17.3425,-0.62,-3.55,0,1,7758.2,135688,789861.81,19505175,-761475,7792.65,10762,62936.99,1578675,160650,7825.7,1466,8605.58,165000,37650,Wed,W3,24
17-Dec-2015,7783.05,7852.9,7737.55,7844.35,7750.9,93.45,1.21,181256780,7367.15,21.21,3.15,1.47,16.7275,16.7275,14.0225,14.215,16.7275,-2.51,-15.02,0,1,7856.4,183952,1076886.03,19054200,-450975,7886.55,15009,88375.68,1958625,379950,7923.75,1322,7796.29,167400,2400,Thu,W3,24
18-Dec-2015,7828.9,7836.15,7753.35,7761.95,7844.35,-82.4,-1.05,197319843,8074.5,20.99,3.11,1.49,14.215,14.705,13.0375,14.4925,14.215,0.28,1.95,0,1,7790.1,145614,853422.7,18627975,-426225,7822.5,11297,66522.4,1745100,-213525,7856.85,1302,7688.41,152850,-14550,Fri,W4,24
21-Dec-2015,7745.65,7840.75,7733.45,7834.45,7761.95,72.5,0.93,130174102,5558.38,21.19,3.14,1.48,14.4925,14.9775,12.98,14.225,14.4925,-0.27,-1.85,0,1,7841.45,105888,621340.14,18539100,-88875,7871.1,7931,46758.17,1889100,144000,7909.3,1405,8315.71,148500,-4350,Mon,W4,24
22-Dec-2015,7829.4,7846.3,7776.85,7786.1,7834.45,-48.35,-0.62,129633328,5028.11,21.06,3.12,1.49,14.225,14.605,12.225,14.4825,14.225,0.26,1.81,0,1,7785.1,134508,788387.87,18430425,-108675,7816.75,14600,85919.37,2215575,326475,7852.65,1937,11454.5,208125,59625,Tue,W4,24
23-Dec-2015,7830.45,7871.45,7826.1,7865.95,7786.1,79.85,1.03,121480721,4663.45,21.27,3.15,1.47,14.4825,14.4825,12.625,13.6525,14.4825,-0.83,-5.73,0,1,7864,132290,779830.11,17115975,-1314450,7894.1,32034,189558.84,3483300,1267725,7925.6,1674,9947,230700,22575,Wed,W4,24
24-Dec-2015,7888.75,7888.75,7835.5,7861.05,7865.95,-4.9,-0.06,96374245,3383.99,21.26,3.15,1.47,13.6525,13.94,11.2025,13.745,13.6525,0.09,0.68,0,1,7871.75,81579,481072.53,16400850,-715125,7902.15,20797,123102.43,4108500,625200,7931.7,939,5580.04,229500,-1200,Thu,W4,24
28-Dec-2015,7863.2,7937.2,7863,7925.15,7861.05,64.1,0.82,126737811,5755.48,21.43,3.18,1.46,13.745,14.525,10.375,14.4025,13.745,0.66,4.78,0,1,7908.55,135213,801384.24,15098100,-1302750,7934.65,55283,328809.04,7081500,2973000,7957.45,2190,13068.65,314400,84900,Mon,WX,24
29-Dec-2015,7929.2,7942.15,7902.75,7928.95,7925.15,3.8,0.05,116535971,4950.36,21.44,3.18,1.46,14.4025,14.71,13.3325,14.235,14.4025,-0.17,-1.16,0,1,7932.05,148627,883005.44,12690450,-2407650,7955.85,90283,537836.02,11513850,4432350,7981.3,2010,12016.94,367200,52800,Tue,WX,24
30-Dec-2015,7938.6,7944.75,7889.85,7896.25,7928.95,-32.7,-0.41,110145855,4392.87,21.35,3.17,1.46,14.235,14.495,12.7825,14.35,14.235,0.12,0.81,0,1,7901.9,118301,702661.44,10155600,-2534850,7925.05,70238,418456.99,14327550,2813700,7948.05,2929,17497.1,484350,117150,Wed,WX,24
31-Dec-2015,7897.8,7955.55,7891.15,7946.35,7896.25,50.1,0.63,155645098,6780.85,21.49,3.19,1.46,14.35,14.4875,12.9825,13.87,14.35,-0.48,-3.34,0,1,7941.5,152773,907329.73,6550125,-3605475,7952.05,121751,724817.74,18977400,4649850,7972.45,2321,13854.92,555900,71550,Thu,WX,24
01-Jan-2016,7938.45,7972.55,7909.8,7963.2,7946.35,16.85,0.21,64843836,2613.91,21.53,3.19,1.45,13.87,14.3475,13.105,14.26,13.87,0.39,2.81,1,2,7982,78099,466351.52,19437675,460275,8001.1,2382,14260.17,576075,20175,8036.7,1404,8442.67,39900,39900,Fri,W1,19
04-Jan-2016,7924.55,7937.55,7781.1,7791.3,7963.2,-171.9,-2.16,138864905,5897.08,21.07,3.13,1.48,14.26,17.1025,14.03,16.835,14.26,2.58,18.06,0,2,7809.8,217442,1281367.25,20242200,804525,7832.15,7026,41506.37,602400,26325,7864.1,1877,11135.59,87750,47850,Mon,W1,19
05-Jan-2016,7828.4,7831.2,7763.25,7784.65,7791.3,-6.65,-0.09,149672973,5948.51,21.05,3.12,1.49,16.835,16.835,15.5675,16.7025,16.835,-0.13,-0.79,0,2,7802.75,141286,827890,20717700,475500,7823.35,5568,32716.48,638175,35775,7864.95,1815,10712.62,154125,66375,Tue,W1,19
06-Jan-2016,7788.05,7800.95,7721.2,7741,7784.65,-43.65,-0.56,151715828,6722.17,20.93,3.1,1.49,16.7025,17.1625,15.6075,16.5525,16.7025,-0.15,-0.9,0,2,7750.05,162041,944997.4,20817075,99375,7773.45,5370,31397.51,696300,58125,7812.15,1936,11385.69,190725,36600,Wed,W1,19
07-Jan-2016,7673.35,7674.95,7556.6,7568.3,7741,-172.7,-2.23,194732861,7803.21,20.47,3.04,1.53,16.5525,19.255,16.49,18.96,16.5525,2.41,14.54,0,2,7582.05,222028,1268076.36,21577725,760650,7606.65,10027,57457.66,808575,112275,7643,2845,16381.01,249750,59025,Thu,W1,19
08-Jan-2016,7611.65,7634.1,7581.05,7601.35,7568.3,33.05,0.44,162348690,6753.57,20.56,3.05,1.52,18.96,18.96,16.8725,17.7975,18.96,-1.16,-6.13,0,2,7605.2,147344,841642.99,21614100,36375,7627.35,4401,25213.58,810750,2175,7659.3,1923,11064.57,260175,10425,Fri,W2,19
11-Jan-2016,7527.45,7605.1,7494.35,7563.85,7601.35,-37.5,-0.49,194836791,7327.15,20.46,3.03,1.53,17.7975,19.2025,17.7975,18.69,17.7975,0.89,5.01,0,2,7583.75,197958,1122103.81,21964275,350175,7609.3,7385,41987.23,919650,108900,7639.7,2182,12455.29,277875,17700,Mon,W2,19
12-Jan-2016,7587.2,7588.3,7487.8,7510.3,7563.85,-53.55,-0.71,168975973,7071.48,20.31,3.01,1.54,18.69,19.1875,17.15,18.7125,18.69,0.02,0.12,0,2,7534.05,155098,876451.89,21793425,-170850,7557.35,7356,41699.7,1052025,132375,7584.05,1197,6812.02,303075,25200,Tue,W2,19
13-Jan-2016,7557.9,7590.95,7425.8,7562.4,7510.3,52.1,0.69,221908258,9585.17,20.45,3.03,1.53,18.7125,19.6625,17.5225,18.3525,18.7125,-0.36,-1.92,0,2,7574.55,298262,1684062.61,22206975,413550,7597.1,13234,74904.91,1190925,138900,7626.5,2335,13259.41,323625,20550,Wed,W2,19
